story_num,story_version,abstract,variant_group
78,s78,Ill-treated heroine (by step-mother)--Menial heroine (herds cattle)----Heroine shares her scanty fare with birds; receives in return Magic dresses; hides them in hollow oak--Meeting-place (church)--Threefold flight--Lost shoe--Shoe marriage test-- Mutilated foot--Animal witness (bird)---Happy marriage.,A
79,s79,"Ill-treated heroine (by step-mother)--Pig-sty abode-- --Hill woman aid--Magic dresses--Heroine rides in magic baskets-- Meeting-place (church)--Threefold flight---Lost shoe--Shoe marriage test--Bride pushed into lake by step-sister--Mutilated foot--False bride--Animal witness (bird)-[The tale passes into that of ""Bushy-Bride"". Heroine appears three Thursday nights at castle; is saved third time by prince.--Happy marriage.]",A
80,s80,Ill-treated heroine (by step-mother)--Hearth abode--Prince invites parents and daughters; heroine not allowed to go--Helpful animal (bird)--Magic dress--Meeting-place (palace)--Lost shoe. -- Heroine purposely leaves it behind--[Shoe marriage test]--Mutilated foot--Happy marriage.,A
81,s81,"Spinning competition between heroine and step-sister. They sit over a well. Heroine finishes first, and sinks down into green meadow. Heroine rewarded; step-sister punished (toads from mouth)--Ill-treated heroine (by step-mother)--Menial heroine (cleans stable)--Task (to gather peas from ashes)--Task-per forming troll--Magic dresses--Meeting-place (church)--Prince allowed to take heroine's shoe and knife-[Flight]--Lost shoe-- Shoe marriage test--Mutilated foot--False bride--Animal witness (bird)--Happy marriage.",A
89,s89,"Widowed school-mistress seeks marriage with father of heroine. Iron shoes must rust to pieces first. Heroine pours water in them--Ill-treated heroine (by step-mother and step-sister)-- Hearth abode--Task (to wind skeins)---Loaf given to heroine which she must bring home entire. Cow scoops out all crumb with its horn, leaving crust whole--Task-performing animal (cow)--Slaying of helpful animal--Golden ball from cow's entrails falls into water. Heroine searching for it comes to fairies' house, which she finds disordered and tidies. Dog reveals her. Fairies begift her. Pearls and gold fall from her mouth. Magic wand will do her bidding--Step-sister, following false instruction of heroine, makes fairy-house untidy. Dog reveals her. Fairies curse her. Filth falls from her mouth-- Meeting-place (races)--Magic dresses--Three-fold flight--Lost shoe--Shoe marriage test--Happy marriage--Villain Nemesis.",A
90,s90,"Ill-treated heroine (by elder sisters)--Nicknamed ""Hearth Cat""--Fish caught by father, preserved alive by heroine, requests to be put in well; persuades heroine to enter well and conducts her to palace at bottom and gives her dress for festival-Meeting-place (ball)--Flight--Lost shoe--Shoe marriage test--Heroine returns dress to well. Fish, who is enchanted prince, asks heroine to marry him. When she consents he regains human form--Shoe fits heroine, but she cannot marry king who found it. He is father of enchanted prince and rejoices to hear of his re-trans formation and betrothal to heroine--Happy marriage--Villain Nemesis.",A
93,s93,Calf given by dying mother--Ill-treated heroine (by step mother and three step-sisters); clad in rashin-coatie-- Hearth abode--Helpful animal--Slaying of helpful animal-- Revivified bones--Help at grave (of animal). Dinner cooked by calf (=h. an.)--Magic dresses--Meeting-place (church)--Three fold flight--Lost shoe--Shoe marriage test--Mutilated feet (henwife's daughter's)--False bride--Animal witness (birds)-- Happy marriage.,A
96,s96,"Ill-treated heroine (by ogress-step-mother) -- Grain-sorting tasks (three-fold)--Help at grave (dead mother bids heroine strike stove cross-wise with switch, and tasks will he executed)--Ram with shears on its horns asks to be shorn, offering wool as reward. Old beggar-man asks to have his head searched, offering staff as reward. Ogress going to castle meets, but will not help these--Heroine fulfils requests obtaining rewards--Is directed by beggar-man to strike cross-wise, with switch, oak con taming treasures and horse--Magic dresses--Heroine rides to castle; not recognised at feast.--l Meeting-place (cast1e)--Ogress' daughter kicked when under table gnawing bones, (1) loses an eye; (2) has arm broken; (3) has leg broken--Three-fold flight. Heroine drops (1) Ear-ring; (2) Ring; (3) Shoe (golden) [lost shoe], to detain pursuers--Hearth-abode--Marriage-shoe- (and ring-) tests [shoe marriage test]-- Artificial limbs and eye for ogress' daughter--Mutilated foot (and finger) --Happy marriage.",A
97,s97,"Ill-treated heroine (by elder sisters) ---Pig asks to have trough in front of it removed. Cow, with pail on horns, asks to be milked, offering milk as reward. Old man asks to have his head searched, offering staff as reward. Elder sisters refuse demands of these; enter service of King at castle. Heroine grants requests and receives rewards. Is told to strike rock near castle with switch, to obtain everything desired--Menial heroine (swineherd at castle)--Grain-sorting task (performed by old man)--Magic dresses -- Meeting-place (church) -- Three-fold flight --Pitch trap--Lost shoe--Money scattered to detain pursuers. Skin thrown over magic dress--shoe marriage test--Mutilated foot--Magic dress seen through disguise--Happy Marriage--Villain Nemesis.",A
99,s99,"Ill-treated heroine (by step-mother)--Menial heroine (cowherd)--Helpful animal (bull)-Ear cornucopia--Spy on heroine--Slaying of helpful animal (proposed)--Heroine flight with helpful animal--They pass through (1) copper, (2) silver, (3) gold forests. Heroine cautioned not to touch copper leaf for fear of bears; she accidentally knocks off silver leaf and scorpions swarm and sting bull. Ointment from Ear cornucopia cures him. Similarly, fall of gold leaf brings lions: bull is mortally wounded. Heroine directed to bury bull--Revivified bones.--Menial heroine (turkey-girl)--Help at grave--Magic dresses--Rabbit minds kitchen for heroine (helpful animal)--Meeting-place (church)-- Three-fold flight--Lost shoe--lovesick prince--Shoe marriage test--Mutilated foot--False bride--Animal witness--Happy marriage.",A
100,s100,"Ill-treated heroine (by step-mother and step-sisters)-Helpful animal (eel)--Magic dresses--meeting-place (church)--Three fold flight--Lost shoe--Eel comforts heroine; foretells future happiness; she must every year throw four bushels of salt into eel- pond -- Shoe marriage test --Mutilated feet--Animal witness (caged parrot)-- -Gentleman promises to return in a year for heroine as bride--Happy marriage--Heroine forgets salt for eel--Step-mother cuts off little finger from each of heroine's three children whom she throws into pond--Heroine weeps at pond. Eel appears, forgives her, and on receiving twelve bushels of salt, restores her three children with little fingers missing--Villain Nemesis. Step-mother put into spiked cask and killed.",A
110,s110,"Ill-treated heroine (by sorceress step-mother) -- Menial heroine (tends cattle)--Helpful animal (ox)--Ear cornucopia-- Step-sister with two magic eyes in neck, sent to spy on heroine-- Pitfall made for helpful animal; cows fall into it--Slaying of helpful animal--Heroine buries bones; gets anything she wishes at the spot--Magic dresses--Meeting-place (church)--Threefold flight--Young man follows heroine; she drops whip and vanishes; second time she drops shoe, which he keeps--Lost shoe--Shoe marriage test--Young roan sinks down into hill where sorceress, Kraake Lange, lives. He is heroine's brother; tells king of her beauty; fetches her to palace. [The tale passes into that of "" Bushy-Bride"", see Dasent.]--Happy marriage.",A
112,s112,"Ill-treated heroine (by step-mother and step-sister)--Menial heroine, nick-named Cinder-girl -- Task, grain-sorting -- Tear dropt in spring by heroine causes Helpful animal (pike) to appear and tell her of magic tree -- Magic dresses -- Meeting-place (church) -- Three-fold flight--Pitch trap-- Lost shoe-- Rags thrown on to cover magic dress--Shoe marriage test--Mutilated foot--Animal witness (bird)--Heroine hidden in oven--Hero snatches off husk--Happy Marriage--Villain Nemesis.",A
114,s114,Ill-treated heroine (by step-mother and step-sister)--Heroine must wear cloak of crow's feathers to hide her beauty--Mannikin aid--Magic dresses procured by blowing pipe in forest--Meeting. place (church)-- Threefold flight--[Pitch-trap]-- Lost shoe-- Shoe marriage test--Heroine hides in oven--Animal witness (bird)--Happy marriage--Heroine shows kindness to step mother.,A
115,s115,"Ill-treated heroine (by step-mother)--Task, to prepare peas--Task-performing animal (bird) -- Magic dress, dropped by eagle --Meeting-place (church)--Prince throws (1) white silk glove, (2) second glove, (3) gold apple into heroine's lap--Three fold flight--Lost shoe--Shoe marriage test--Mutilated foot-- Animal witness (bird)--Happy marriage.",A
116,s116,As above [No. 115]--Heroine hidden in bath-room--False bride-- Animal witness (bird)--Happy marriage.,A
117,s117,"Ill-treated heroine (by step-mother)--Menial heroine (tends cattle)--Helpful animal (white bear)--Magic gold pipe for heroine summons bear at will--Snares set to entrap hear-- Heroine flight on helpful animal through silver, gold, diamond forests--Heroine disobeys and plucks leaf in each, causing pursuit by wild beasts--Bear bids heroine slay him; throw carcase into fountain--Heroine disguise (bear-skin)--Menial heroine (kitchenmaid at palace)--Golden pipe brings Pysslings to prepare dinner and give Magic dresses--Meeting-place (church)--Lost shoe--Shoe marriage test--Happy marriage.",A
118,s118,"Ill-treated heroine (by step-mother)--Menial heroine (tends cattle)--Helpful animal (black ox)--Ear cornucopia--Heroine sent to fetch step-mother's axe, finds three doves on it. They begift her. Gold ring falls from her mouth when she speaks; she grows fairer and fairer; will marry a king--Step-daughter sent for axe, curses doves. They punish her. Frog springs from her mouth; she grows fouler and fouler; nose grows longer and longer, like crow's nib. She makes cloak to cover it, which heroine steals--Heroine flight on helpful animal. Obstacles to troll-wife's pursuit; forest, lake, mountain--Menial heroine (stair sweeper at palace)--Magic dresses from ox--Meeting-place (church)--Threefold flight--Lost shoe--Shoe marriage test-- Animal witness (bird)--- Happy Marriage--Heroine requested to cut black ox in three, releasing enchanted prince.",A
119,s119,"Ill-treated heroine (by step-mother and step-sisters)--Girls bidden to palace for king's son to choose bride. Sleeping draught given to heroine. She sets out on waking. Step-sisters meet (1) apple, (2) pear, (3) plum complaining of cold, and bid driver lash them with whip. Heroine afterwards meets the same; puts each in her bosom--Heroine disguise (crow-skin cloak)-- Menial heroine (kitchenmaid at palace)--Magic dresses from apple, pear, plum--Meeting-place (church)--Threefold flight-- Lost shoe--Shoe marriage test--All girls sit behind curtain and put out one foot--Happy marriage.",A
